Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,Sum
0.185,-0.06,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.13
0.185,-0.065,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-1.57
0.185,-0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-1.73
0.185,-0.075,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.24,0.0,0.0,0.0,-1.09
0.185,-0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,-0.24,0.0,0.0,0.0,-0.44
0.185,-0.085,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.24,0.0,0.0,0.0,-0.53
0.185,-0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,-0.24,0.0,0.0,0.0,-1.54
0.185,-0.095,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-1.95
0.185,-0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-1.95
0.185,-0.105,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-3.84
0.185,-0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-3.84
0.185,-0.115,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-3.84
0.185,-0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.125,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.135,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.14,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.145,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.155,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.16,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.165,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.17,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.175,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.18,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.185,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.71
0.185,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.185,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-1.72
0.18,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.18,-0.005,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.18,-0.01,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.2
0.18,-0.015,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.18,-0.02,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.18,-0.025,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.18,-0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.18,-0.035,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.18,-0.04,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.18,-0.045,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.18,-0.05,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.18,-0.055,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.18,-0.06,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.18,-0.065,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-2.4
0.18,-0.07,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-2.56
0.18,-0.075,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.24,0.0,0.0,0.0,-2.0
0.18,-0.08,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,-0.24,0.0,0.0,0.0,-1.66
0.18,-0.085,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.24,0.0,0.0,0.0,-1.75
0.18,-0.09,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,-0.24,0.0,0.0,0.0,-2.76
0.18,-0.095,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-3.17
0.18,-0.1,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-3.17
0.18,-0.105,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.18,-0.11,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.18,-0.115,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.18,-0.12,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.125,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.13,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.135,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.14,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.145,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.15,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.155,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.16,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.165,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.17,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.175,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.18,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.185,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.19,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.195,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.2,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.205,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.21,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.215,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.22,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.225,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.23,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.235,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.24,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.18,-0.245,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.175,-0.005,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.175,-0.01,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.2
0.175,-0.015,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.175,-0.02,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.175,-0.025,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.175,-0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.175,-0.035,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.175,-0.04,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.175,-0.045,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.175,-0.05,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.175,-0.055,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.175,-0.06,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.175,-0.065,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-2.4
0.175,-0.07,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-2.56
0.175,-0.075,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.24,0.0,0.0,0.0,-2.0
0.175,-0.08,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,-0.24,0.0,0.0,0.0,-1.66
0.175,-0.085,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.24,0.0,0.0,0.0,-1.75
0.175,-0.09,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,-0.24,0.0,0.0,0.0,-2.76
0.175,-0.095,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-3.17
0.175,-0.1,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-3.17
0.175,-0.105,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.175,-0.11,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.175,-0.115,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.175,-0.12,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.125,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.13,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.135,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.14,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.145,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.15,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.155,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.16,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.165,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.17,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.175,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.18,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.185,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.19,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.195,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.2,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.205,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.21,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.215,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.22,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.225,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.23,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.235,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.24,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.175,-0.245,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.17,-0.005,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.17,-0.01,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.2
0.17,-0.015,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.17,-0.02,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.17,-0.025,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.17,-0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.17,-0.035,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.17,-0.04,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.17,-0.045,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,0.18
0.17,-0.05,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.17,-0.055,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.17,-0.06,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.58,0.0,-0.88,0.0,0.0,0.0,-0.96
0.17,-0.065,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-2.4
0.17,-0.07,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.88,0.0,0.0,0.0,-2.56
0.17,-0.075,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,-0.24,0.0,0.0,0.0,-2.0
0.17,-0.08,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,-0.24,0.0,0.0,0.0,-1.66
0.17,-0.085,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.24,0.0,0.0,0.0,-1.75
0.17,-0.09,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,-0.24,0.0,0.0,0.0,-2.76
0.17,-0.095,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-3.17
0.17,-0.1,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-0.24,0.0,0.0,0.0,-3.17
0.17,-0.105,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.17,-0.11,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.17,-0.115,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,-2.13,0.0,0.0,0.0,-5.06
0.17,-0.12,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.125,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.13,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.135,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.14,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.145,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.15,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.155,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.16,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.165,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.17,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.175,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.18,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.185,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.19,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.195,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.2,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.205,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.21,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.215,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.22,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.225,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.23,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.235,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.24,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.17,-0.245,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,-2.93
0.165,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.165,-0.005,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.06,0.0,0.0,0.0,0.22
0.165,-0.01,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.2
0.165,-0.015,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
0.165,-0.02,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.62,0.0,-0.88,0.0,0.0,0.0,0.22
