Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,2023-07-03,2023-07-05,Sum
0.24,-0.155,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,7.35
0.24,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,5.05
0.24,-0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,5.05
0.24,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,5.05
0.24,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.24,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.24,-0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.24,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.24,-0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.24,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.24,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.235,0.0,-0.17,0.74,2.02,-0.55,-1.9,-1.61,2.78,1.63,1.99,-2.0,-1.81,2.81,3.08,-3.16,0.19,0.0,0.0,-0.24,3.8
0.235,-0.005,-0.17,0.74,2.02,-0.55,-1.9,-1.61,2.78,1.63,1.99,-2.0,-1.81,2.81,3.08,-3.16,0.69,0.0,0.0,-0.24,4.3
0.235,-0.01,-0.17,0.74,2.02,-0.55,-1.9,-1.61,2.78,1.63,1.99,-1.34,-1.72,2.81,3.08,-3.16,0.69,0.0,0.0,-1.14,4.15
0.235,-0.015,-0.17,0.74,2.02,-0.26,-1.92,-1.61,2.78,1.63,1.99,-1.34,-1.72,2.81,3.08,-3.16,0.69,0.0,0.0,-1.14,4.42
0.235,-0.02,-0.17,0.74,2.02,-0.26,-1.92,-1.61,2.56,1.63,1.99,-1.34,-1.72,2.81,3.08,-3.16,0.69,0.0,0.0,-1.14,4.2
